"","gene","CpG_Associated","CpG_in_Gene","Enrichment_fromAverage","Suprise","Probe_ID","Chromosome_37","Coordinate_37","region","isoform","UCSC_CPG_ISLANDS_NAME","RELATION_TO_UCSC_CPG_ISLAND","corr_pval","db"
"50","NDRG4",4,168,6.69520531342415,0.597442470058363,"cg04484415","16",58534708,"intragenic","1","chr16:58535040-58535596","N_Shore",0.0621635830490838,-0.0600419509782762
"67","NDRG4",4,168,6.69520531342415,0.597442470058363,"cg05725404","16",58534157,"intragenic","1","chr16:58535040-58535596","N_Shore",0.146459488929001,-0.0501980675366067
"267","NDRG4",4,168,6.69520531342415,0.597442470058363,"cg27113419","16",58533979,"intragenic","1","chr16:58535040-58535596","N_Shore",0.0495020503277807,-0.0664019245926462
"211","PLXND1",1,42,1.67380132835604,0.597442470058363,"cg21885638","3",129306552,"intragenic","1","","",0.0575880384435289,-0.0767006326964752
"111","CFL2",1,43,1.71365374093594,0.583548459126773,"cg10519437","14",35184556,"promoter","2","chr14:35183385-35184196","S_Shore",0.0888781423499915,-0.0759791484130989
"153","PEBP4",1,43,1.71365374093594,0.583548459126773,"cg15854394","8",22769830,"intragenic","1","","",0.116691456589237,-0.0528996016612781
"96","UNC5D",1,43,1.71365374093594,0.583548459126773,"cg08701686","8",35095362,"intragenic","1","chr8:35092679-35093559","S_Shore",0.169728558865426,-0.0681189574596281
"39","CDK11B",2,87,3.46715989445179,0.576841005573592,"cg03972505","1",1602656,"intragenic","1","chr1:1602391-1602686","Island",0.174159312210181,-0.0702998238393895
"116","CDK11B",2,87,3.46715989445179,0.576841005573592,"cg11530028","1",1602585,"intragenic","1","chr1:1602391-1602686","Island",0.143288179579495,-0.0609313364058048
"113","MOBP",1,44,1.75350615351585,0.570285994146619,"cg11235602","3",39543776,"intragenic","1","chr3:39543771-39544223","Island",0.167661153838991,-0.0570218489100398
"53","LDLRAD3",1,45,1.79335856609576,0.557612972054472,"cg04583074","11",36164090,"intragenic","1","","",0.0767770242452499,-0.0808389476713242
"82","NOX5",1,48,1.91291580383547,0.522762161301067,"cg07344019","15",69337685,"intragenic","1","","",0.126310710153317,-0.0526445853474182
"241","DNAH2",1,49,1.95276821641538,0.512093545764311,"cg24580146","17",7644241,"intragenic","1","chr17:7643797-7644311","Island",0.170955312904135,-0.0661846674888761
"248","EFHD1",1,53,2.112177866735,0.473444976272665,"cg24936500","2",233499637,"intragenic","1","chr2:233497826-233499727","Island",0.130350268823121,-0.0556749113674977
"135","NOS1AP",1,53,2.112177866735,0.473444976272665,"cg13688312","1",162339673,"three_plus","1","chr1:162336876-162337321","S_Shelf",0.123090223311964,-0.0563358030143686
"66","F11-AS1",1,54,2.15203027931491,0.46467747671206,"cg05720403","4",187289264,"intragenic","1","chr4:187292425-187293578","N_Shelf",0.171910918650137,0.0707634719149698
"161","SLC2A9",1,54,2.15203027931491,0.46467747671206,"cg16785938","4",10022984,"intragenic","2","chr4:10020481-10021026","S_Shore",0.120172568715956,0.0515905183243292
"188","HGS",1,55,2.19188269189481,0.456228795317295,"cg20092334","17",79656295,"intragenic","1","chr17:79655162-79655515","S_Shore",0.172564855806177,-0.0540038286512094
"218","LDB3",2,116,4.62287985926906,0.432630754180194,"cg22715761","10",88428147,"promoter","1","","",0.13264115173939,-0.0795426509637489
"264","LDB3",2,116,4.62287985926906,0.432630754180194,"cg26750548","10",88441152,"intragenic","1","","",0.139321306441343,-0.0729475003677946
"192","NR2F2-AS1",1,58,2.31143992963453,0.432630754180194,"cg20463995","15",96817359,"intragenic","2","","",0.192157813431496,-0.0590769477448588
"251","ALS2CL",1,59,2.35129234221443,0.425298029533072,"cg25445707","3",46719086,"intragenic","1","","",0.105690047618834,-0.0504948978615782
"260","DNAH10",1,59,2.35129234221443,0.425298029533072,"cg26639596","12",124371660,"intragenic","1","","",0.192344765995704,-0.0502787764294961
"30","RGMA",5,304,12.1151334242913,0.412706969448211,"cg02918577","15",93633145,"promoter","2","chr15:93631428-93633173","Island",0.0646338889127721,-0.114636101496579
"54","RGMA",5,304,12.1151334242913,0.412706969448211,"cg04697454","15",93633408,"promoter","5","chr15:93631428-93633173","S_Shore",0.054225073581651,-0.0939637773606504
"97","RGMA",5,304,12.1151334242913,0.412706969448211,"cg08729178","15",93633249,"promoter","2","chr15:93631428-93633173","S_Shore",0.0449372702248362,-0.0600704326963641
"125","RGMA",5,304,12.1151334242913,0.412706969448211,"cg12595281","15",93633172,"promoter","2","chr15:93631428-93633173","Island",0.0665378934798664,-0.0975783806576775
"238","RGMA",5,304,12.1151334242913,0.412706969448211,"cg24217984","15",93633278,"promoter","5","chr15:93631428-93633173","S_Shore",0.0431238332485645,-0.0757158270597947
"112","ANKRD44",1,62,2.47084957995415,0.404719092620181,"cg10820045","2",198174542,"intragenic","1","chr2:198174658-198175535","N_Shore",0.146625442360692,-0.0733627310680398
"178","CLYBL",1,62,2.47084957995415,0.404719092620181,"cg19200953","13",100470738,"intragenic","1","","",0.126501214978409,-0.0640345116925091
"101","HLA-J",1,63,2.51070199253406,0.398294980038908,"cg09368485","6",29974022,"promoter","1","chr6:29974220-29975369","N_Shore",0.171016761199089,-0.0650617065153823
"58","LMO7",1,63,2.51070199253406,0.398294980038908,"cg05078075","13",76250138,"intragenic","2","","",0.100150121923416,-0.0523393238411645
"232","GRID1",1,64,2.55055440511396,0.392071620975801,"cg23909079","10",87403707,"intragenic","1","","",0.135990692983785,-0.0516959922820953
"230","MBD1",1,64,2.55055440511396,0.392071620975801,"cg23708717","18",47793175,"three_plus","1","chr18:47794450-47794996","N_Shore",0.117062073120694,0.0535712794587272
"31","NHSL1",1,65,2.59040681769387,0.386039749883865,"cg03379797","6",138892911,"intragenic","1","","",0.149136884780251,-0.050407499876394
"214","NCKAP5",1,69,2.74981646801349,0.363660633948569,"cg22491320","2",133998732,"intragenic","1","","",0.128909056989613,-0.0706935584199351
"244","CSMD3",1,70,2.7896688805934,0.358465482035018,"cg24759795","8",114444356,"intragenic","1","chr8:114444826-114445085","N_Shore",0.145681182419197,-0.0631259315926516
"81","MIR548H4",1,70,2.7896688805934,0.358465482035018,"cg07344019","15",69337685,"intragenic","1","","",0.126310710153317,-0.0526445853474182
"35","DIXDC1",1,71,2.8295212931733,0.353416672428891,"cg03803789","11",111854003,"intragenic","2","","",0.195515485140792,-0.0643828668373524
"140","FIBCD1",1,71,2.8295212931733,0.353416672428891,"cg14182513","9",133787194,"intragenic","1","","",0.0817047302891399,-0.0642740081039616
"143","STOX2",1,71,2.8295212931733,0.353416672428891,"cg14422446","4",184858353,"intragenic","1","","",0.190535578057396,-0.0628690966183449
"127","ST6GALNAC3",1,72,2.86937370575321,0.348508107534045,"cg12702354","1",77043128,"three_plus","1","","",0.157465995881565,-0.0568843885394885
"84","FGF12",1,73,2.90922611833311,0.343734023869195,"cg07620573","3",192289293,"intragenic","2","","",0.132261168051758,-0.0654486731020733
"141","HPCAL1",3,221,8.80738318015915,0.340623308721057,"cg14245471","2",10567843,"three_plus","1","chr2:10566889-10567148","S_Shore",0.0435714971939315,0.214602824428214
"159","HPCAL1",3,221,8.80738318015915,0.340623308721057,"cg16444641","2",10567628,"three_plus","1","chr2:10566889-10567148","S_Shore",0.134421932755225,0.147263812967513
"195","HPCAL1",3,221,8.80738318015915,0.340623308721057,"cg20944157","2",10567750,"three_plus","1","chr2:10566889-10567148","S_Shore",0.0518907230202203,0.172524270796759
"239","TMEM132C",1,76,3.02878335607283,0.330165575558569,"cg24336219","12",128998713,"intragenic","1","","",0.115572857517932,-0.0517015842260425
"83","IMMP2L",1,78,3.10848818123264,0.321699791569888,"cg07373723","7",110838461,"intragenic","1","","",0.143987440454223,-0.0569954193801847
"93","ZCCHC14",1,78,3.10848818123264,0.321699791569888,"cg08446798","16",87444740,"intragenic","1","chr16:87445361-87445718","N_Shore",0.0773836448088657,-0.0501689230771341
"69","MAPK8IP3",1,79,3.14834059381255,0.317627642309509,"cg05821771","16",1795420,"intragenic","1","chr16:1796810-1797229","N_Shore",0.0648371894844539,-0.0560514550024331
"198","THSD4",1,79,3.14834059381255,0.317627642309509,"cg21410276","15",71507686,"intragenic","1","chr15:71507368-71507696","Island",0.109512645119013,-0.0533232192915905
"189","SLC6A12",1,80,3.18819300639245,0.31365729678064,"cg20188212","12",313104,"intragenic","1","chr12:312591-313331","Island",0.185372230279939,0.0641670001441361
"107","NEU1",1,83,3.30775024413217,0.302320286053629,"cg09932747","6",31829914,"intragenic","1","chr6:31830299-31830948","N_Shore",0.194179441707462,-0.0538517416406613
"74","ALDOA",1,84,3.34760265671208,0.298721235029181,"cg06400255","16",30063046,"promoter","2","chr16:30064200-30064678","N_Shore",0.107397046568483,-0.055286699406393
"228","SLC39A14",1,85,3.38745506929198,0.29520686755825,"cg23563866","8",22246575,"intragenic","1","","",0.190181905712131,-0.0647055916393698
"42","MIR548N",1,91,3.62656954477142,0.275742678488475,"cg04220104","2",179387853,"intragenic","1","","",0.186475715560168,0.0581971628506305
"114","CALD1",1,94,3.74612678251113,0.266942380238843,"cg11425149","7",134463703,"promoter","1","","",0.149455700083611,-0.0542707989402419
"90","ELMSAN1",1,94,3.74612678251113,0.266942380238843,"cg08258506","14",74244236,"intragenic","2","","",0.179779057688535,-0.0501431833444527
"92","RBFOX1",2,194,7.7313680405017,0.258686430334549,"cg08390979","16",6094220,"intragenic","2","","",0.086516627771328,-0.0509658832093102
"266","RBFOX1",2,194,7.7313680405017,0.258686430334549,"cg27083740","16",6071073,"intragenic","2","chr16:6068914-6070401","S_Shore",0.101678198903784,-0.0514399668494719
"115","ARID1B",1,100,3.98524125799057,0.250925837424512,"cg11520719","6",157391679,"intragenic","1","","",0.13047326295802,-0.0743046806852287
"255","ENOX1",1,102,4.06494608315038,0.246005722965208,"cg26135831","13",44304874,"intragenic","1","","",0.129666252515152,-0.0505247906309594
"180","AFAP1",1,103,4.10479849573028,0.243617317887876,"cg19509663","4",7863560,"intragenic","1","","",0.0750433832577621,0.0706279473809501
"12","MAGI2",1,104,4.14465090831019,0.241274843677416,"cg01239112","7",77669957,"intragenic","1","chr7:77669670-77670057","Island",0.113718468715345,-0.0574255199413202
"242","SLC9A3",1,108,4.30406055862981,0.23233873835603,"cg24632646","5",506343,"intragenic","1","chr5:506291-506527","Island",0.186072239874865,-0.0700148337013161
"172","PDE4B",1,112,4.46347020894943,0.224040926271886,"cg17892601","1",66723177,"intragenic","1","","",0.171813672715562,-0.067563653294244
"29","SNX29",1,112,4.46347020894943,0.224040926271886,"cg02910054","16",12241554,"intragenic","1","","",0.198607031406792,0.0652242791981713
"249","CYFIP2",1,114,4.54317503410925,0.220110383705713,"cg25316172","5",156695161,"intragenic","2","chr5:156692812-156693749","S_Shore",0.145277314977337,-0.054206283210502
"61","NRP2",1,118,4.70258468442887,0.212649014766536,"cg05348875","2",206628625,"intragenic","1","","",0.0925798397887536,-0.0522076267104131
"171","MORN1",1,126,5.02140398506811,0.199147490019454,"cg17849542","1",2266228,"intragenic","1","chr1:2266007-2266432","Island",0.171167086760883,-0.0642957387767055
"17","IQCE",1,128,5.10110881022793,0.1960358104879,"cg01552275","7",2654530,"three_plus","1","","",0.122353320040324,-0.058697454233045
"149","SYNE1",1,138,5.49963293602698,0.181830316974284,"cg15332386","6",152702660,"intragenic","1","","",0.0843007173247909,-0.106276100132866
"133","AJAP1",1,147,5.85830464924613,0.170697848588104,"cg13503382","1",4726757,"intragenic","1","chr1:4726576-4726867","Island",0.192516090283025,-0.0562605557791277
"13","GALNT9",2,303,12.0752810117114,0.165627615461724,"cg01302436","12",132865713,"intragenic","1","chr12:132865236-132865506","S_Shore",0.0873246410368176,-0.0537801496284793
"236","GALNT9",2,303,12.0752810117114,0.165627615461724,"cg24121765","12",132682894,"intragenic","1","chr12:132682572-132682895","Island",0.128501466458214,-0.0527223366491338
"210","ST5",1,153,6.09741912472557,0.164003815310139,"cg21881798","11",8931708,"intragenic","2","chr11:8932573-8933294","N_Shore",0.0519251394266109,-0.0820296711181503
"163","HDAC9",1,162,6.45609083794472,0.154892492237353,"cg16925459","7",18548581,"intragenic","1","","",0.163007233846374,-0.0686611416135898
"119","KCNIP4",1,168,6.69520531342415,0.149360617514591,"cg11612852","4",21699745,"intragenic","2","","",0.0816125440181728,-0.0603694254277143
"36","ZFHX3",1,187,7.45240115244236,0.134184939799204,"cg03805182","16",73078071,"intragenic","1","chr16:73081590-73082565","N_Shelf",0.181104711531672,-0.0528571977972053
"235","RNF39",1,194,7.7313680405017,0.129343215167274,"cg24103044","6",30039801,"intragenic","1","chr6:30038881-30039477","S_Shore",0.18220301753801,-0.0563033970765793
"15","CMIP",1,199,7.93063010340123,0.126093385640458,"cg01439753","16",81726721,"intragenic","1","","",0.124169431942701,-0.0611837716710892
"181","PCDHA3",1,207,8.24944940404047,0.12122021131619,"cg19777540","5",140180691,"promoter","1","chr5:140180844-140181082","N_Shore",0.116959178424436,0.0707832277312434
"183","PCDHA1",1,230,9.1660548933783,0.109098190184571,"cg19777540","5",140180691,"intragenic","1","chr5:140180844-140181082","N_Shore",0.116959178424436,0.0707832277312434
"100","ZNRD1-AS1",1,239,9.52472660659746,0.104989890135779,"cg09368485","6",29974022,"intragenic","1","chr6:29974220-29975369","N_Shore",0.171016761199089,-0.0650617065153823
"222","CTBP2",1,241,9.60443143175727,0.104118604740462,"cg23000734","10",126850823,"promoter","2","chr10:126847224-126851327","Island",0.167303948286129,-0.0653103730238541
"182","PCDHA2",1,241,9.60443143175727,0.104118604740462,"cg19777540","5",140180691,"intragenic","1","chr5:140180844-140181082","N_Shore",0.116959178424436,0.0707832277312434
"247","TP73",1,267,10.6405941588348,0.0939797143912031,"cg24878868","1",3607401,"intragenic","2","chr1:3607096-3607553","Island",0.113728793362926,-0.0594182833175129
"75","ANKS1B",1,283,11.2782327601133,0.0886663736482376,"cg06536506","12",99227017,"intragenic","1","","",0.186205635644683,-0.0954673165592308
"225","C7orf50",1,328,13.0715913262091,0.0765017797025952,"cg23187316","7",1099788,"intragenic","1","chr7:1097405-1097953","S_Shore",0.09381149893059,-0.0550806519995951
"7","ATP11A",1,351,13.9881968155469,0.0714888425710861,"cg00717219","13",113358414,"intragenic","1","","",0.152454015169858,-0.0506049486920889
"24","TBCD",1,357,14.2273112910263,0.0702873494186309,"cg02398342","17",80708632,"promoter","1","chr17:80709052-80710843","N_Shore",0.0897742384780054,-0.0627483480598034
"252","RPS6KA2",1,396,15.7815553816426,0.0633651104607354,"cg25468915","6",167152254,"intragenic","2","","",0.10164899787145,-0.0501121026736782
"104","ADAP1",1,426,16.9771277590398,0.0589027787381484,"cg09650134","7",955119,"intragenic","1","","",0.059291487081536,-0.0567809275797484
"106","GNAS",1,492,19.6073869893136,0.0510011864683968,"cg09885502","20",57463991,"intragenic","2","chr20:57463652-57467739","Island",0.13908725634483,0.211356266646968
"105","DIP2C",1,508,20.2450255905921,0.049394849886715,"cg09874796","10",661730,"intragenic","1","","",0.0721201918639641,-0.0681093422183506
"145","CUX1",1,872,34.7513037696777,0.0287758987872147,"cg14526021","7",101512931,"intragenic","1","","",0.0831815686065185,-0.111167007258689
